"","sample","lakenames","limnion","filter","quadrant","trophicstate","Phylum","abundPerPhylum","PercentPhyla","MeanAbund_PhylumQuad","SEAbund_PhylumQuad","MeanAbunTrophicstate","MeanAbund_PhylumLake","SEAbund_PhylumTrophicstate","SEAbund_PhylumLake"
"743","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Firmicutes",139,0.0164,131,32.0107868724041,97.3478260869565,71.875,23.569308164106,27.4053158946529
"744","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Fusobacteria",0,0,6.85714285714286,4.66715255002127,0,0,0,0
"745","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Gemmatimonadetes",0,0,2.71428571428571,1.92371522635468,0.130434782608696,0.375,0.130434782608696,0.375
"746","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Lentisphaerae",556,0.0654,238.238095238095,58.7629177191383,301.04347826087,329.125,74.3681016201201,124.565593377832
"747","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","NPL-UPA2",42,0.0049,29.2380952380952,6.78475348252198,48.4782608695652,36.625,11.0935421810794,13.5197441596673
"748","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Planctomycetes",312,0.0367,893.952380952381,171.055413970228,487.652173913043,401.125,92.3670630834962,115.942479196121
"749","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Proteobacteria",2122,0.2496,1791.61904761905,122.483496967871,1956.30434782609,1795.75,136.021583889197,162.500741756549
"750","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Spirochaetae",51,0.006,48.5714285714286,11.9078948258571,44.695652173913,36.75,8.60380345680644,14.6856951778642
"751","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Tenericutes",0,0,1.38095238095238,0.718716416941939,4.34782608695652,5.75,1.42896172214943,2.84573615883734
"752","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Thermotogae",0,0,0.666666666666667,0.421637021355784,0.0869565217391304,0.25,0.0869565217391304,0.25
"753","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","TM6",2,2e-04,3.95238095238095,1.03848834845973,18.304347826087,21.125,4.61456483613697,8.02103818538651
"754","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","unclassified",635,0.0747,395.142857142857,47.0402707776,366.782608695652,436,56.9212394114302,117.29785042483
"755","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Verrucomicrobia",933,0.1098,953.809523809524,103.811496267849,836.260869565217,979.625,73.2344013363669,139.585859074519
"756","BRIH13um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","WCHB1-60",0,0,1.95238095238095,1.1369889023963,0.304347826086957,0.875,0.304347826086957,0.875
"757","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Acidobacteria",18,0.0021,29.5,7.62837500803139,15.9130434782609,12,3.80498583018364,4.96775315696859
"758","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Actinobacteria",1063,0.1251,1115.75,115.321903588904,687.913043478261,826.75,163.112571921201,288.614532229903
"759","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Armatimonadetes",7,8e-04,72,21.6732918345914,18.0434782608696,22.75,3.04087974897163,7.3914767517343
"760","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Bacteroidetes",1784,0.2099,2025.05,156.431630853798,1705.04347826087,1520.875,71.1945360923895,102.34769826081
"761","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","BD1-5",9,0.0011,8.7,2.28277301359091,7.43478260869565,4.625,2.17225233009402,2.17072650774541
"762","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Candidate_division_BRC1",0,0,4.15,1.2717062719454,7.04347826086957,3.625,1.86339638574125,2.52089482412212
"763","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Candidate_division_OD1",42,0.0049,66.65,11.4419070456854,43.4347826086956,30.375,10.6414481775759,11.6127047114049
"764","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Candidate_division_OP11",0,0,0,0,0,0,0,0
"765","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Candidate_division_OP3",58,0.0068,35.3,6.80058047058059,28.9565217391304,26,6.67260290213669,9.90129861612679
"766","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Candidate_division_OP8",0,0,0,0,0.739130434782609,0.5,0.345595615229992,0.5
"767","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Candidate_division_SR1",13,0.0015,14.75,4.12111060656942,9.73913043478261,6.875,2.12664016340381,2.91815438248219
"768","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Candidate_division_TM7",0,0,1.1,0.512475930115131,0.434782608695652,0,0.306878244170461,0
"769","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Candidate_division_WS3",0,0,0.95,0.577995629194911,3.95652173913043,5.125,1.61450718244677,3.35643039552439
"770","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Chlamydiae",0,0,6.5,3.70809924354783,4.08695652173913,0,2.82626937690362,0
"771","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Chlorobi",53,0.0062,124.3,44.975847319481,106.95652173913,38.375,41.4596560059285,15.0462827635267
"772","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Chloroflexi",102,0.012,136.55,24.9066124172932,240,141.875,70.4366673734067,66.9534586485269
"773","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Cyanobacteria",170,0.02,279.85,60.7166965244496,1425.60869565217,1713.625,300.513531089874,591.325385937025
"774","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Deferribacteres",0,0,1.45,0.65484027783398,1.26086956521739,0,0.603734724695993,0
"775","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Deinococcus-Thermus",35,0.0041,37.65,15.0955334976591,16.8260869565217,13.375,4.28926971400706,5.24383141006105
"776","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Dictyoglomi",0,0,0,0,0,0,0,0
"777","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Elusimicrobia",2,2e-04,1.7,1.12413709596575,0.869565217391304,0.25,0.378807927521208,0.25
"778","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Fibrobacteres",41,0.0048,18.25,5.10359780217013,14,17.75,4.35889894354067,7.85300215568179
"779","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Firmicutes",124,0.0146,116.95,29.641673633408,97.3478260869565,71.875,23.569308164106,27.4053158946529
"780","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Fusobacteria",0,0,0.65,0.448828885457535,0,0,0,0
"781","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Gemmatimonadetes",0,0,1.85,0.795629509124362,0.130434782608696,0.375,0.130434782608696,0.375
"782","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Lentisphaerae",773,0.0909,418.55,114.422059775018,301.04347826087,329.125,74.3681016201201,124.565593377832
"783","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","NPL-UPA2",99,0.0116,56.85,12.1766115328137,48.4782608695652,36.625,11.0935421810794,13.5197441596673
"784","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Planctomycetes",101,0.0119,343.85,69.7958404355536,487.652173913043,401.125,92.3670630834962,115.942479196121
"785","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Proteobacteria",2173,0.2556,2054.6,139.933149452835,1956.30434782609,1795.75,136.021583889197,162.500741756549
"786","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Spirochaetae",100,0.0118,55.25,10.51662218135,44.695652173913,36.75,8.60380345680644,14.6856951778642
"787","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Tenericutes",15,0.0018,7,2.01311489462161,4.34782608695652,5.75,1.42896172214943,2.84573615883734
"788","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Thermotogae",0,0,0,0,0.0869565217391304,0.25,0.0869565217391304,0.25
"789","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","TM6",3,4e-04,13.15,4.5045444889169,18.304347826087,21.125,4.61456483613697,8.02103818538651
"790","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","unclassified",890,0.1047,368.65,56.0486290268502,366.782608695652,436,56.9212394114302,117.29785042483
"791","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","Verrucomicrobia",825,0.0971,1082.25,148.352139306591,836.260869565217,979.625,73.2344013363669,139.585859074519
"792","BRIH2","Bristol","Bottom","Free","Free Bottom","Mesotrophic","WCHB1-60",0,0,0.25,0.25,0.304347826086957,0.875,0.304347826086957,0.875
"793","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Acidobacteria",25,0.0029,33.6666666666667,7.65143414298551,15.9130434782609,12,3.80498583018364,4.96775315696859
"794","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Actinobacteria",201,0.0236,107.904761904762,16.0355118946467,687.913043478261,826.75,163.112571921201,288.614532229903
"795","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Armatimonadetes",58,0.0068,127.047619047619,31.3184470355181,18.0434782608696,22.75,3.04087974897163,7.3914767517343
"796","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Bacteroidetes",1679,0.1975,1894.80952380952,165.368313586134,1705.04347826087,1520.875,71.1945360923895,102.34769826081
"797","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","BD1-5",7,8e-04,5.66666666666667,1.40633487398193,7.43478260869565,4.625,2.17225233009402,2.17072650774541
"798","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Candidate_division_BRC1",10,0.0012,10.2380952380952,2.3753744185113,7.04347826086957,3.625,1.86339638574125,2.52089482412212
"799","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Candidate_division_OD1",50,0.0059,21.0952380952381,5.0826056131274,43.4347826086956,30.375,10.6414481775759,11.6127047114049
"800","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Candidate_division_OP11",0,0,0.142857142857143,0.142857142857143,0,0,0,0
"801","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Candidate_division_OP3",38,0.0045,12.5714285714286,3.28385040301591,28.9565217391304,26,6.67260290213669,9.90129861612679
"802","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Candidate_division_OP8",4,5e-04,0.80952380952381,0.375557031488197,0.739130434782609,0.5,0.345595615229992,0.5
"803","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Candidate_division_SR1",11,0.0013,7.57142857142857,2.04423862712401,9.73913043478261,6.875,2.12664016340381,2.91815438248219
"804","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Candidate_division_TM7",0,0,0,0,0.434782608695652,0,0.306878244170461,0
"805","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Candidate_division_WS3",20,0.0024,8.38095238095238,2.37093129228659,3.95652173913043,5.125,1.61450718244677,3.35643039552439
"806","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Chlamydiae",0,0,0.714285714285714,0.493495101258347,4.08695652173913,0,2.82626937690362,0
"807","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Chlorobi",76,0.0089,89.4761904761905,23.8208211293057,106.95652173913,38.375,41.4596560059285,15.0462827635267
"808","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Chloroflexi",458,0.0539,434.904761904762,96.5138999306245,240,141.875,70.4366673734067,66.9534586485269
"809","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Cyanobacteria",898,0.1056,1207.85714285714,226.05492680314,1425.60869565217,1713.625,300.513531089874,591.325385937025
"810","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Deferribacteres",0,0,0.285714285714286,0.285714285714286,1.26086956521739,0,0.603734724695993,0
"811","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Deinococcus-Thermus",24,0.0028,33.0952380952381,11.5465733448963,16.8260869565217,13.375,4.28926971400706,5.24383141006105
"812","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Dictyoglomi",0,0,0.19047619047619,0.19047619047619,0,0,0,0
"813","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Elusimicrobia",0,0,1.47619047619048,0.653266691034001,0.869565217391304,0.25,0.378807927521208,0.25
"814","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Fibrobacteres",20,0.0024,3,1.42928553580352,14,17.75,4.35889894354067,7.85300215568179
"815","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Firmicutes",153,0.018,131,32.0107868724041,97.3478260869565,71.875,23.569308164106,27.4053158946529
"816","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Fusobacteria",0,0,6.85714285714286,4.66715255002127,0,0,0,0
"817","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Gemmatimonadetes",0,0,2.71428571428571,1.92371522635468,0.130434782608696,0.375,0.130434782608696,0.375
"818","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Lentisphaerae",567,0.0667,238.238095238095,58.7629177191383,301.04347826087,329.125,74.3681016201201,124.565593377832
"819","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","NPL-UPA2",70,0.0082,29.2380952380952,6.78475348252198,48.4782608695652,36.625,11.0935421810794,13.5197441596673
"820","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Planctomycetes",324,0.0381,893.952380952381,171.055413970228,487.652173913043,401.125,92.3670630834962,115.942479196121
"821","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Proteobacteria",2221,0.2613,1791.61904761905,122.483496967871,1956.30434782609,1795.75,136.021583889197,162.500741756549
"822","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Spirochaetae",44,0.0052,48.5714285714286,11.9078948258571,44.695652173913,36.75,8.60380345680644,14.6856951778642
"823","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Tenericutes",13,0.0015,1.38095238095238,0.718716416941939,4.34782608695652,5.75,1.42896172214943,2.84573615883734
"824","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Thermotogae",2,2e-04,0.666666666666667,0.421637021355784,0.0869565217391304,0.25,0.0869565217391304,0.25
"825","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","TM6",2,2e-04,3.95238095238095,1.03848834845973,18.304347826087,21.125,4.61456483613697,8.02103818538651
"826","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","unclassified",609,0.0716,395.142857142857,47.0402707776,366.782608695652,436,56.9212394114302,117.29785042483
"827","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","Verrucomicrobia",916,0.1078,953.809523809524,103.811496267849,836.260869565217,979.625,73.2344013363669,139.585859074519
"828","BRIH23um","Bristol","Bottom","Particle","Particle Bottom","Mesotrophic","WCHB1-60",0,0,1.95238095238095,1.1369889023963,0.304347826086957,0.875,0.304347826086957,0.875
"829","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Acidobacteria",0,0,12.8421052631579,7.3573224685219,15.9130434782609,14.4285714285714,3.80498583018364,6.09393587279754
"830","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Actinobacteria",1828,0.2151,1831.15789473684,70.7080838227315,687.913043478261,499.857142857143,163.112571921201,249.011706415527
"831","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Armatimonadetes",0,0,26.1578947368421,10.8776457177993,18.0434782608696,13.7142857142857,3.04087974897163,5.01765590174329
"832","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Bacteroidetes",1315,0.1547,1865.73684210526,141.193986297921,1705.04347826087,1931.57142857143,71.1945360923895,158.933477719881
"833","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","BD1-5",0,0,0,0,7.43478260869565,14.5714285714286,2.17225233009402,5.92756732747665
"834","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Candidate_division_BRC1",0,0,0.210526315789474,0.210526315789474,7.04347826086957,7.85714285714286,1.86339638574125,3.15042379181392
"835","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Candidate_division_OD1",0,0,10.3684210526316,1.89830722732968,43.4347826086956,53.4285714285714,10.6414481775759,26.6689199728262
"836","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Candidate_division_OP11",0,0,0,0,0,0,0,0
"837","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Candidate_division_OP3",0,0,4.26315789473684,1.05365447376118,28.9565217391304,33.1428571428571,6.67260290213669,15.6971768335653
"838","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Candidate_division_OP8",0,0,0,0,0.739130434782609,0.571428571428571,0.345595615229992,0.571428571428571
"839","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Candidate_division_SR1",0,0,0,0,9.73913043478261,10.4285714285714,2.12664016340381,4.93701829648868
"840","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Candidate_division_TM7",0,0,0,0,0.434782608695652,1.42857142857143,0.306878244170461,0.947607082958686
"841","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Candidate_division_WS3",0,0,0,0,3.95652173913043,1.71428571428571,1.61450718244677,1.10656667034498
"842","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Chlamydiae",0,0,28.0526315789474,10.2889464575295,4.08695652173913,0,2.82626937690362,0
"843","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Chlorobi",0,0,53.6315789473684,27.4732416894298,106.95652173913,269.142857142857,41.4596560059285,117.870071440958
"844","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Chloroflexi",0,0,19.3684210526316,5.97275026833774,240,339.714285714286,70.4366673734067,164.714863915063
"845","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Cyanobacteria",2197,0.2585,842.473684210526,131.673003809767,1425.60869565217,1213,300.513531089874,377.281819636954
"846","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Deferribacteres",0,0,0,0,1.26086956521739,1.71428571428571,0.603734724695993,1.10656667034498
"847","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Deinococcus-Thermus",0,0,0.894736842105263,0.670579468547944,16.8260869565217,11.2857142857143,4.28926971400706,4.31340262169795
"848","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Dictyoglomi",0,0,0,0,0,0,0,0
"849","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Elusimicrobia",0,0,0,0,0.869565217391304,0.428571428571429,0.378807927521208,0.428571428571429
"850","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Fibrobacteres",0,0,0,0,14,9.57142857142857,4.35889894354067,5.6436105585037
"851","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Firmicutes",0,0,0.473684210526316,0.473684210526316,97.3478260869565,172,23.569308164106,61.0257556867824
"852","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Fusobacteria",0,0,0,0,0,0,0,0
"853","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Gemmatimonadetes",0,0,0,0,0.130434782608696,0,0.130434782608696,0
"854","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Lentisphaerae",0,0,2.15789473684211,1.226565494242,301.04347826087,140,74.3681016201201,51.1566222497147
"855","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","NPL-UPA2",0,0,11.8947368421053,2.21490793815798,48.4782608695652,43.4285714285714,11.0935421810794,17.9176119035582
"856","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Planctomycetes",605,0.0712,355.684210526316,38.2972410280442,487.652173913043,588.285714285714,92.3670630834962,259.484627885437
"857","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Proteobacteria",809,0.0952,1989.57894736842,115.644856525805,1956.30434782609,2046.42857142857,136.021583889197,368.799523366522
"858","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Spirochaetae",7,8e-04,15.5789473684211,3.82230739953909,44.695652173913,35.8571428571429,8.60380345680644,12.8460269407808
"859","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Tenericutes",0,0,0,0,4.34782608695652,2.71428571428571,1.42896172214943,2.12372410675979
"860","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Thermotogae",0,0,0,0,0.0869565217391304,0,0.0869565217391304,0
"861","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","TM6",0,0,9.73684210526316,2.86728074335041,18.304347826087,22.2857142857143,4.61456483613697,12.3456456285767
"862","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","unclassified",148,0.0174,173.052631578947,16.0128737835608,366.782608695652,215,56.9212394114302,36.2681809907935
"863","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","Verrucomicrobia",1591,0.1872,1246.31578947368,75.4881599728799,836.260869565217,806.428571428571,73.2344013363669,148.779295977514
"864","BSTE1","Bassett","Top","Free","Free Top","Mesotrophic","WCHB1-60",0,0,0.368421052631579,0.368421052631579,0.304347826086957,0,0.304347826086957,0
"865","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Acidobacteria",0,0,50.3157894736842,21.827078604765,15.9130434782609,14.4285714285714,3.80498583018364,6.09393587279754
"866","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Actinobacteria",105,0.0124,99.8947368421053,12.7141066234712,687.913043478261,499.857142857143,163.112571921201,249.011706415527
"867","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Armatimonadetes",5,6e-04,43.5789473684211,13.1104876971736,18.0434782608696,13.7142857142857,3.04087974897163,5.01765590174329
"868","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes",2321,0.2731,1931.94736842105,187.826526187527,1705.04347826087,1931.57142857143,71.1945360923895,158.933477719881
"869","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","BD1-5",0,0,0,0,7.43478260869565,14.5714285714286,2.17225233009402,5.92756732747665
"870","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_BRC1",0,0,0,0,7.04347826086957,7.85714285714286,1.86339638574125,3.15042379181392
"871","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_OD1",0,0,0.315789473684211,0.315789473684211,43.4347826086956,53.4285714285714,10.6414481775759,26.6689199728262
"872","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_OP11",0,0,0,0,0,0,0,0
"873","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_OP3",0,0,0.421052631578947,0.299275826477754,28.9565217391304,33.1428571428571,6.67260290213669,15.6971768335653
"874","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_OP8",0,0,0,0,0.739130434782609,0.571428571428571,0.345595615229992,0.571428571428571
"875","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_SR1",0,0,0.947368421052632,0.537884551465119,9.73913043478261,10.4285714285714,2.12664016340381,4.93701829648868
"876","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_TM7",0,0,0,0,0.434782608695652,1.42857142857143,0.306878244170461,0.947607082958686
"877","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_WS3",0,0,0,0,3.95652173913043,1.71428571428571,1.61450718244677,1.10656667034498
"878","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chlamydiae",0,0,1.68421052631579,0.741630224135026,4.08695652173913,0,2.82626937690362,0
"879","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chlorobi",0,0,25.3684210526316,16.145575050804,106.95652173913,269.142857142857,41.4596560059285,117.870071440958
"880","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi",0,0,96,38.9873273757824,240,339.714285714286,70.4366673734067,164.714863915063
"881","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Cyanobacteria",2300,0.2706,2768.73684210526,206.809314693247,1425.60869565217,1213,300.513531089874,377.281819636954
"882","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Deferribacteres",0,0,0,0,1.26086956521739,1.71428571428571,0.603734724695993,1.10656667034498
"883","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Deinococcus-Thermus",0,0,1.10526315789474,0.657368210357726,16.8260869565217,11.2857142857143,4.28926971400706,4.31340262169795
"884","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Dictyoglomi",0,0,0,0,0,0,0,0
"885","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Elusimicrobia",0,0,0,0,0.869565217391304,0.428571428571429,0.378807927521208,0.428571428571429
"886","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Fibrobacteres",0,0,0,0,14,9.57142857142857,4.35889894354067,5.6436105585037
"887","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Firmicutes",0,0,5.15789473684211,2.73515467547991,97.3478260869565,172,23.569308164106,61.0257556867824
"888","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Fusobacteria",0,0,2.15789473684211,1.34699830442839,0,0,0,0
"889","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Gemmatimonadetes",0,0,5.21052631578947,3.18951035433342,0.130434782608696,0,0.130434782608696,0
"890","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae",0,0,5.10526315789474,2.4778489266237,301.04347826087,140,74.3681016201201,51.1566222497147
"891","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","NPL-UPA2",0,0,0.315789473684211,0.315789473684211,48.4782608695652,43.4285714285714,11.0935421810794,17.9176119035582
"892","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes",1623,0.1909,1054.52631578947,108.01489956843,487.652173913043,588.285714285714,92.3670630834962,259.484627885437
"893","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria",1044,0.1228,1253.31578947368,58.4893178946978,1956.30434782609,2046.42857142857,136.021583889197,368.799523366522
"894","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Spirochaetae",0,0,0.315789473684211,0.315789473684211,44.695652173913,35.8571428571429,8.60380345680644,12.8460269407808
"895","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Tenericutes",0,0,0,0,4.34782608695652,2.71428571428571,1.42896172214943,2.12372410675979
"896","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Thermotogae",0,0,0,0,0.0869565217391304,0,0.0869565217391304,0
"897","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","TM6",0,0,9.36842105263158,3.75040779561712,18.304347826087,22.2857142857143,4.61456483613697,12.3456456285767
