"","sample","lakenames","limnion","filter","quadrant","trophicstate","Phylum","Class","AbundPerClass","PercentClass","MeanClassQuad","SEClassQuad","MeanClassTrophicState","SEClassTrophicState","MeanClassLake","SEClassLake"
"2273","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","Dehalococcoidia",0,0,0,0,1.95652173913043,0.793945122279845,0.714285714285714,0.473803541479343
"2274","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","SL56_marine_group",0,0,0,0,19.0869565217391,4.2649008919893,9.14285714285714,5.21183895627277
"2275","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2276","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Cyanobacteria","Cyanobacteria",2294,0.2699,2674.84210526316,219.820584245956,1414.78260869565,300.734127824605,1199.42857142857,381.912534061753
"2277","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Cyanobacteria","Melainabacteria",0,0,22.0526315789474,11.2245745655089,5.69565217391304,2.41326602256911,9.85714285714286,5.99376092850117
"2278","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Cyanobacteria","ML635J-21",0,0,0.736842105263158,0.482695315515705,0.565217391304348,0.401706276568432,0.714285714285714,0.714285714285714
"2279","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Cyanobacteria","unclassified",6,7e-04,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2280","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Deferribacteres","Deferribacteres",0,0,0,0,1.26086956521739,0.603734724695993,1.71428571428571,1.10656667034498
"2281","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Deinococcus-Thermus","Deinococci",0,0,1.10526315789474,0.657368210357726,16.8260869565217,4.28926971400706,11.2857142857143,4.31340262169795
"2282","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Dictyoglomi","Dictyoglomia",0,0,0,0,0,0,0,0
"2283","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Elusimicrobia","Elusimicrobia",0,0,0,0,0.869565217391304,0.378807927521208,0.428571428571429,0.428571428571429
"2284","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Fibrobacteres","Fibrobacteria",0,0,0,0,14,4.35889894354067,9.57142857142857,5.6436105585037
"2285","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Firmicutes","Bacilli",0,0,0.421052631578947,0.421052631578947,0,0,0,0
"2286","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Firmicutes","Clostridia",0,0,4.73684210526316,2.34812617250581,82.4347826086957,22.3613714505624,163.714285714286,58.1134826933329
"2287","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Firmicutes","Negativicutes",0,0,0,0,1.82608695652174,0.842666982814132,0.571428571428571,0.571428571428571
"2288","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Firmicutes","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2289","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Fusobacteria","Fusobacteriia",0,0,2.15789473684211,1.34699830442839,0,0,0,0
"2290","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Gemmatimonadetes","Gemmatimonadetes",0,0,5.21052631578947,3.18951035433342,0.130434782608696,0.130434782608696,0,0
"2291","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","BS5",0,0,0,0,0,0,0,0
"2292","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","Lentisphaeria",0,0,0.263157894736842,0.263157894736842,27.9130434782609,7.93200178679782,23.2857142857143,9.27288491020045
"2293","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","MSBL3",0,0,0,0,2,0.711286759159019,0.428571428571429,0.428571428571429
"2294","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","Oligosphaeria",0,0,0.210526315789474,0.210526315789474,15.3913043478261,3.69153455801552,8.85714285714286,3.58853048202299
"2295","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","PBS-III-20",0,0,0,0,1.26086956521739,0.619885847276375,2.14285714285714,1.58006285933686
"2296","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","RFP12_gut_group",0,0,0.789473684210526,0.449684407648291,65.8695652173913,18.5832497517329,22.2857142857143,9.50867845635736
"2297","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2298","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","WCHB1-41",0,0,2.73684210526316,1.46667086375627,78.8695652173913,18.7252133238323,43.8571428571429,15.9663762347011
"2299","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","NPL-UPA2","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2300","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","OM190",0,0,26.6315789473684,9.03929385998856,5.52173913043478,3.50373576192566,0,0
"2301","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","Phycisphaerae",124,0.0146,99,17.4598955671669,64.8260869565217,11.1210821007025,69.5714285714286,24.8604267124788
"2302","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","Planctomycetacia",1499,0.1764,919.684210526316,92.4555544440305,401.521739130435,89.6550232829289,517.714285714286,236.215873250529
"2303","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2304","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","vadinHA49",0,0,5.15789473684211,3.39699140872675,13.8695652173913,5.26878508163568,0,0
"2305","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Alphaproteobacteria",676,0.0795,678.052631578947,64.2783818435272,268.434782608696,65.1878048831378,254.285714285714,120.752543951456
"2306","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Betaproteobacteria",270,0.0318,255.526315789474,14.1639044615812,999.521739130435,110.576925266728,934.428571428571,235.217412817412
"2307","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Deltaproteobacteria",50,0.0059,161.263157894737,23.7673718683378,283.739130434783,47.9276141198636,299.714285714286,92.0069133752651
"2308","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Epsilonproteobacteria",0,0,0,0,14.9565217391304,6.50250127029864,5.71428571428571,2.82602097618244
"2309","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Gammaproteobacteria",0,0,43.2631578947368,10.5236692579471,304.391304347826,76.4303071711117,506.571428571429,213.84282803508
"2310","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","SPOTSOCT00m83",0,0,0.473684210526316,0.473684210526316,0,0,0,0
"2311","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","TA18",0,0,14.5263157894737,3.78158698473469,7.26086956521739,1.74932781139408,4.57142857142857,1.39483985865493
"2312","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","unclassified",48,0.0056,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2313","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Spirochaetae","Spirochaetes",0,0,0.315789473684211,0.315789473684211,44.695652173913,8.60380345680644,35.8571428571429,12.8460269407808
"2314","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Tenericutes","Mollicutes",0,0,0,0,4.34782608695652,1.42896172214943,2.71428571428571,2.12372410675979
"2315","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Thermotogae","Thermotogae",0,0,0,0,0.0869565217391304,0.0869565217391304,0,0
"2316","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","TM6","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2317","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","unclassified","unclassified",104,0.0122,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2318","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","OPB35_soil_group",0,0,116.210526315789,30.7950762134218,61.2608695652174,9.18910193827629,49,15.6494332774309
"2319","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","Opitutae",7,8e-04,36.4210526315789,18.6182510892579,91.1304347826087,22.0235504875659,36.5714285714286,15.6111333026529
"2320","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","S-BQ2-57_soil_group",0,0,0,0,1.26086956521739,0.728356727807251,0,0
"2321","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","Spartobacteria",333,0.0392,208.684210526316,35.6403454797462,290.130434782609,67.270773253926,344.714285714286,127.909699227473
"2322","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2323","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","Verrucomicrobia_Incertae_Sedis",0,0,14.4210526315789,6.21510882577452,39.304347826087,20.0528387769479,0,0
"2324","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","Verrucomicrobiae",658,0.0774,567.421052631579,129.423967062638,352.304347826087,38.4828094049032,376.142857142857,71.3096629301449
"2325","BSTE13um","Bassett","Top","Particle","Particle Top","Mesotrophic","WCHB1-60","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2326","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Acidobacteria","Acidobacteria",0,0,50.3157894736842,21.827078604765,7.60869565217391,2.12526597306407,11.5714285714286,5.17713444759119
"2327","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Acidobacteria","Holophagae",0,0,0,0,8.30434782608696,2.29058459718743,2.85714285714286,1.16350397360673
"2328","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Actinobacteria","Acidimicrobiia",7,8e-04,4.78947368421053,1.03894612417494,26,8.03623218106497,9.28571428571429,5.7887998826728
"2329","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Actinobacteria","Actinobacteria",78,0.0092,95.1052631578947,12.3534437126042,656.565217391304,158.481041198359,488.285714285714,249.375573925652
"2330","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Actinobacteria","OPB41",0,0,0,0,3.34782608695652,1.01687091856752,2.28571428571429,1.20937381897146
"2331","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Actinobacteria","Thermoleophilia",0,0,0,0,2,0.780189497605494,0,0
"2332","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Actinobacteria","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2333","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Armatimonadetes","Armatimonadia",0,0,27.9473684210526,11.0766794917355,3.04347826086957,1.29529135225689,1.71428571428571,1.71428571428571
"2334","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Armatimonadetes","Chthonomonadetes",0,0,0,0,1.82608695652174,0.791886160603848,5.42857142857143,2.02198797576782
"2335","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Armatimonadetes","unclassified",10,0.0012,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2336","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","Bacteroidia",0,0,7.36842105263158,2.88797722196614,76.9565217391304,18.254403146438,134.571428571429,47.8697922159969
"2337","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","BD2-2",0,0,0,0,10.1739130434783,3.26839710863526,7.28571428571429,3.77784447053309
"2338","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","BSV13",0,0,1.68421052631579,1.02897391569229,115.652173913043,24.9485326899604,103.857142857143,37.8162402574725
"2339","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","Cytophagia",180,0.0212,159.578947368421,22.2486369632404,102.304347826087,27.6489451715833,86.5714285714286,37.4692617785738
"2340","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","Flavobacteriia",547,0.0644,220.894736842105,45.5611468015926,211,31.7931804654815,245.428571428571,98.8651937266713
"2341","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","SB-1",0,0,0.736842105263158,0.512088404186892,20.0869565217391,5.11755602006379,12,5.09434794182543
"2342","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","SB-5",0,0,0,0,10.8695652173913,3.41370427378791,3.28571428571429,1.62882203585591
"2343","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","SM1A07",0,0,0.526315789473684,0.392684724308761,0,0,0,0
"2344","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","Sphingobacteriia",1833,0.2156,1317.10526315789,117.23038981726,1024.52173913043,57.6069505291647,1173,161.009168623878
"2345","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","unclassified",29,0.0034,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2346","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","vadinHA17",0,0,0.631578947368421,0.440696725862473,38.4347826086956,8.17685591628699,36,14.3178210632764
"2347","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","VC2.1_Bac22",0,0,5.78947368421053,2.52424378968372,2.8695652173913,1.34591219463835,0,0
"2348","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Bacteroidetes","WCHB1-32",0,0,0,0,4.43478260869565,1.34079512566168,6.71428571428571,2.48533111441903
"2349","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","BD1-5","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2350","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_BRC1","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2351","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_OD1","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2352","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_OP11","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2353","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_OP3","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2354","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_OP8","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2355","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_SR1","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2356","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_TM7","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2357","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_WS3","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2358","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Candidate_division_WS3","Unknown_Class",0,0,0,0,1.04347826086957,0.512601135763113,0,0
"2359","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chlamydiae","Chlamydiae",0,0,1.68421052631579,0.741630224135026,4.08695652173913,2.82626937690362,0,0
"2360","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chlorobi","Chlorobia",0,0,23.4736842105263,16.2312182816553,101.086956521739,39.9769159202653,259.142857142857,113.406019108635
"2361","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chlorobi","Ignavibacteria",0,0,1.89473684210526,1.47274406101402,5.8695652173913,1.8408027418739,10,4.61364436055861
"2362","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","Anaerolineae",0,0,7.26315789473684,1.85093955162268,126.913043478261,38.0054558722978,151.285714285714,74.4659443688744
"2363","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","Ardenticatenia",0,0,0,0,5.26086956521739,3.0954623115379,1.14285714285714,0.857142857142857
"2364","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","Caldilineae",0,0,74.5789473684211,35.453809484398,11.2608695652174,5.42509809069781,7.14285714285714,5.30241890635806
"2365","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","Chloroflexia",0,0,13.5789473684211,7.01098377588296,69.0869565217391,29.5054703203995,165.571428571429,84.5480582252476
"2366","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","Dehalococcoidia",0,0,0,0,1.95652173913043,0.793945122279845,0.714285714285714,0.473803541479343
"2367","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","SL56_marine_group",0,0,0,0,19.0869565217391,4.2649008919893,9.14285714285714,5.21183895627277
"2368","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Chloroflexi","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2369","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Cyanobacteria","Cyanobacteria",2227,0.262,2674.84210526316,219.820584245956,1414.78260869565,300.734127824605,1199.42857142857,381.912534061753
"2370","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Cyanobacteria","Melainabacteria",0,0,22.0526315789474,11.2245745655089,5.69565217391304,2.41326602256911,9.85714285714286,5.99376092850117
"2371","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Cyanobacteria","ML635J-21",0,0,0.736842105263158,0.482695315515705,0.565217391304348,0.401706276568432,0.714285714285714,0.714285714285714
"2372","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Cyanobacteria","unclassified",4,5e-04,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2373","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Deferribacteres","Deferribacteres",0,0,0,0,1.26086956521739,0.603734724695993,1.71428571428571,1.10656667034498
"2374","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Deinococcus-Thermus","Deinococci",0,0,1.10526315789474,0.657368210357726,16.8260869565217,4.28926971400706,11.2857142857143,4.31340262169795
"2375","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Dictyoglomi","Dictyoglomia",0,0,0,0,0,0,0,0
"2376","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Elusimicrobia","Elusimicrobia",0,0,0,0,0.869565217391304,0.378807927521208,0.428571428571429,0.428571428571429
"2377","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Fibrobacteres","Fibrobacteria",0,0,0,0,14,4.35889894354067,9.57142857142857,5.6436105585037
"2378","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Firmicutes","Bacilli",0,0,0.421052631578947,0.421052631578947,0,0,0,0
"2379","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Firmicutes","Clostridia",0,0,4.73684210526316,2.34812617250581,82.4347826086957,22.3613714505624,163.714285714286,58.1134826933329
"2380","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Firmicutes","Negativicutes",0,0,0,0,1.82608695652174,0.842666982814132,0.571428571428571,0.571428571428571
"2381","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Firmicutes","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2382","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Fusobacteria","Fusobacteriia",0,0,2.15789473684211,1.34699830442839,0,0,0,0
"2383","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Gemmatimonadetes","Gemmatimonadetes",0,0,5.21052631578947,3.18951035433342,0.130434782608696,0.130434782608696,0,0
"2384","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","BS5",0,0,0,0,0,0,0,0
"2385","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","Lentisphaeria",0,0,0.263157894736842,0.263157894736842,27.9130434782609,7.93200178679782,23.2857142857143,9.27288491020045
"2386","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","MSBL3",0,0,0,0,2,0.711286759159019,0.428571428571429,0.428571428571429
"2387","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","Oligosphaeria",0,0,0.210526315789474,0.210526315789474,15.3913043478261,3.69153455801552,8.85714285714286,3.58853048202299
"2388","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","PBS-III-20",0,0,0,0,1.26086956521739,0.619885847276375,2.14285714285714,1.58006285933686
"2389","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","RFP12_gut_group",0,0,0.789473684210526,0.449684407648291,65.8695652173913,18.5832497517329,22.2857142857143,9.50867845635736
"2390","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2391","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Lentisphaerae","WCHB1-41",0,0,2.73684210526316,1.46667086375627,78.8695652173913,18.7252133238323,43.8571428571429,15.9663762347011
"2392","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","NPL-UPA2","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2393","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","OM190",0,0,26.6315789473684,9.03929385998856,5.52173913043478,3.50373576192566,0,0
"2394","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","Phycisphaerae",176,0.0207,99,17.4598955671669,64.8260869565217,11.1210821007025,69.5714285714286,24.8604267124788
"2395","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","Planctomycetacia",1303,0.1533,919.684210526316,92.4555544440305,401.521739130435,89.6550232829289,517.714285714286,236.215873250529
"2396","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","unclassified",7,8e-04,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2397","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Planctomycetes","vadinHA49",0,0,5.15789473684211,3.39699140872675,13.8695652173913,5.26878508163568,0,0
"2398","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Alphaproteobacteria",763,0.0898,678.052631578947,64.2783818435272,268.434782608696,65.1878048831378,254.285714285714,120.752543951456
"2399","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Betaproteobacteria",286,0.0336,255.526315789474,14.1639044615812,999.521739130435,110.576925266728,934.428571428571,235.217412817412
"2400","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Deltaproteobacteria",73,0.0086,161.263157894737,23.7673718683378,283.739130434783,47.9276141198636,299.714285714286,92.0069133752651
"2401","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Epsilonproteobacteria",0,0,0,0,14.9565217391304,6.50250127029864,5.71428571428571,2.82602097618244
"2402","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","Gammaproteobacteria",0,0,43.2631578947368,10.5236692579471,304.391304347826,76.4303071711117,506.571428571429,213.84282803508
"2403","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","SPOTSOCT00m83",0,0,0.473684210526316,0.473684210526316,0,0,0,0
"2404","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","TA18",7,8e-04,14.5263157894737,3.78158698473469,7.26086956521739,1.74932781139408,4.57142857142857,1.39483985865493
"2405","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Proteobacteria","unclassified",49,0.0058,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2406","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Spirochaetae","Spirochaetes",0,0,0.315789473684211,0.315789473684211,44.695652173913,8.60380345680644,35.8571428571429,12.8460269407808
"2407","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Tenericutes","Mollicutes",0,0,0,0,4.34782608695652,1.42896172214943,2.71428571428571,2.12372410675979
"2408","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Thermotogae","Thermotogae",0,0,0,0,0.0869565217391304,0.0869565217391304,0,0
"2409","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","TM6","unclassified",0,0,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2410","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","unclassified","unclassified",147,0.0173,27.0755148741419,4.43887029785489,36.9603024574669,4.58681609034528,27.3913043478261,4.70976893705558
"2411","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","OPB35_soil_group",0,0,116.210526315789,30.7950762134218,61.2608695652174,9.18910193827629,49,15.6494332774309
"2412","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","Opitutae",8,9e-04,36.4210526315789,18.6182510892579,91.1304347826087,22.0235504875659,36.5714285714286,15.6111333026529
"2413","BSTE23um","Bassett","Top","Particle","Particle Top","Mesotrophic","Verrucomicrobia","S-BQ2-57_soil_group",0,0,0,0,1.26086956521739,0.728356727807251,0,0
